Area,Category,Country,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Central,Furniture,United States,SM-20320,Sean Miller,0,2017-07-09,CA-2017-145128,47905,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,31.587,5,526.45,Home Office,2017-07-14,Standard Class,Indiana,Furnishings
Central,Office Supplies,United States,CS-12250,Chris Selesnick,0.2,2015-11-03,CA-2015-121041,76117,OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",2.1476,2,6.608,Corporate,2015-11-10,Standard Class,Texas,Envelopes
Central,Furniture,United States,SE-20110,Sanjit Engle,0.6,2016-09-08,US-2016-115455,60090,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",-7.7748,2,14.136,Consumer,2016-09-14,Standard Class,Illinois,Furnishings
Central,Furniture,United States,SE-20110,Sanjit Engle,0.5,2016-09-08,US-2016-115455,60090,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,-300.735,3,601.47,Consumer,2016-09-14,Standard Class,Illinois,Tables
Central,Office Supplies,United States,BM-11650,Brian Moss,0,2017-05-13,CA-2017-149048,47201,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,81.432,2,180.96,Corporate,2017-05-17,Standard Class,Indiana,Envelopes
Central,Office Supplies,United States,BM-11650,Brian Moss,0,2017-05-13,CA-2017-149048,47201,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,411.7365,3,914.97,Corporate,2017-05-17,Standard Class,Indiana,Binders
Central,Technology,United States,BM-11650,Brian Moss,0,2017-05-13,CA-2017-149048,47201,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,158.7519,3,587.97,Corporate,2017-05-17,Standard Class,Indiana,Phones
Central,Office Supplies,United States,BM-11650,Brian Moss,0,2017-05-13,CA-2017-149048,47201,OFF-ST-10000078,Tennsco 6- and 18-Compartment Lockers,95.4612,2,530.34,Corporate,2017-05-17,Standard Class,Indiana,Storage
Central,Office Supplies,United States,BM-11650,Brian Moss,0,2017-05-13,CA-2017-149048,47201,OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),7.3206,3,14.94,Corporate,2017-05-17,Standard Class,Indiana,Paper
Central,Technology,United States,MC-17590,Matt Collister,0.2,2014-11-25,CA-2014-127446,76017,TEC-AC-10001635,KeyTronic KT400U2 - Keyboard - Black,0,3,24.672,Corporate,2014-11-30,Standard Class,Texas,Accessories
Central,Office Supplies,United States,MC-17590,Matt Collister,0.2,2014-11-25,CA-2014-127446,76017,OFF-LA-10001317,Avery 520,0.882,1,2.52,Corporate,2014-11-30,Standard Class,Texas,Labels
Central,Furniture,United States,MC-17590,Matt Collister,0.3,2014-11-25,CA-2014-127446,76017,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,-121.8735,5,1218.735,Corporate,2014-11-30,Standard Class,Texas,Tables
Central,Office Supplies,United States,MC-17590,Matt Collister,0.2,2014-11-25,CA-2014-127446,76017,OFF-LA-10000248,Avery 52,1.9926,2,5.904,Corporate,2014-11-30,Standard Class,Texas,Labels
Central,Office Supplies,United States,MC-17590,Matt Collister,0.2,2014-11-25,CA-2014-127446,76017,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,5.1012,3,15.696,Corporate,2014-11-30,Standard Class,Texas,Paper
Central,Furniture,United States,MC-17590,Matt Collister,0.6,2014-11-25,CA-2014-127446,76017,FUR-FU-10000221,"Master Caster Door Stop, Brown",-3.9624,3,6.096,Corporate,2014-11-30,Standard Class,Texas,Furnishings
Central,Office Supplies,United States,MC-17635,Matthew Clasen,0,2014-12-03,CA-2014-164861,63116,OFF-PA-10001972,Xerox 214,12.4416,4,25.92,Corporate,2014-12-06,Second Class,Missouri,Paper
Central,Office Supplies,United States,AB-10150,Aimee Bixby,0,2015-09-10,CA-2015-168186,74133,OFF-PA-10000477,Xerox 1952,7.0218,3,14.94,Consumer,2015-09-15,Standard Class,Oklahoma,Paper
Central,Office Supplies,United States,KA-16525,Kelly Andreada,0.2,2016-12-29,CA-2016-124051,60505,OFF-PA-10001289,White Computer Printout Paper by Universal,67.4424,6,186.048,Consumer,2016-12-30,First Class,Illinois,Paper
Central,Furniture,United States,TB-21400,Tom Boeckenhauer,0,2014-09-07,CA-2014-131002,74133,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",23.6529,3,57.69,Consumer,2014-09-12,Second Class,Oklahoma,Furnishings
Central,Office Supplies,United States,TB-21400,Tom Boeckenhauer,0,2014-09-07,CA-2014-131002,74133,OFF-BI-10000948,"GBC Laser Imprintable Binding System Covers, Desert Sand",20.1207,3,42.81,Consumer,2014-09-12,Second Class,Oklahoma,Binders
Central,Office Supplies,United States,TB-21400,Tom Boeckenhauer,0,2014-09-07,CA-2014-131002,74133,OFF-PA-10000223,Xerox 2000,6.2208,2,12.96,Consumer,2014-09-12,Second Class,Oklahoma,Paper
Central,Furniture,United States,TB-21400,Tom Boeckenhauer,0,2014-09-07,CA-2014-131002,74133,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",213.6888,6,821.88,Consumer,2014-09-12,Second Class,Oklahoma,Furnishings
Central,Technology,United States,TB-21400,Tom Boeckenhauer,0,2014-09-07,CA-2014-131002,74133,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,28.3095,3,104.85,Consumer,2014-09-12,Second Class,Oklahoma,Phones
Central,Office Supplies,United States,CL-12700,Craig Leslie,0,2017-04-14,CA-2017-159604,65807,OFF-BI-10003460,Acco 3-Hole Punch,4.2048,2,8.76,Home Office,2017-04-15,First Class,Missouri,Binders
Central,Technology,United States,HG-15025,Hunter Glantz,0.2,2016-10-01,CA-2016-111794,79109,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,20.8719,3,79.512,Consumer,2016-10-01,Same Day,Texas,Accessories
Central,Office Supplies,United States,HG-15025,Hunter Glantz,0.2,2016-10-01,CA-2016-111794,79109,OFF-PA-10000474,Easy-staple paper,9.5688,1,28.352,Consumer,2016-10-01,Same Day,Texas,Paper
Central,Office Supplies,United States,MH-18115,Mick Hernandez,0,2017-01-21,CA-2017-127026,49201,OFF-BI-10000546,Avery Durable Binders,7.056,5,14.4,Home Office,2017-01-27,Standard Class,Michigan,Binders
Central,Technology,United States,MH-18115,Mick Hernandez,0,2017-01-21,CA-2017-127026,49201,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,111.591,5,619.95,Home Office,2017-01-27,Standard Class,Michigan,Accessories
Central,Office Supplies,United States,MH-18115,Mick Hernandez,0,2017-01-21,CA-2017-127026,49201,OFF-BI-10001196,"Avery Flip-Chart Easel Binder, Black",42.0744,4,89.52,Home Office,2017-01-27,Standard Class,Michigan,Binders
Central,Technology,United States,MH-18115,Mick Hernandez,0.1,2017-01-21,CA-2017-127026,49201,TEC-MA-10002981,I.R.I.S IRISCard Anywhere 5 Card Scanner,152.0883,3,350.973,Home Office,2017-01-27,Standard Class,Michigan,Machines
Central,Technology,United States,MH-18115,Mick Hernandez,0,2017-01-21,CA-2017-127026,49201,TEC-PH-10003601,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",49.497,1,164.99,Home Office,2017-01-27,Standard Class,Michigan,Phones
Central,Office Supplies,United States,RA-19285,Ralph Arnett,0.8,2016-08-04,US-2016-128195,61604,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,-6.567,5,3.98,Consumer,2016-08-05,First Class,Illinois,Binders
Central,Office Supplies,United States,RA-19915,Russell Applegate,0.2,2014-06-30,CA-2014-123064,60653,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,1.64,4,5.248,Consumer,2014-07-02,First Class,Illinois,Art
Central,Furniture,United States,LF-17185,Luke Foster,0.6,2014-12-06,CA-2014-110030,77095,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,-14.3856,3,23.976,Consumer,2014-12-08,Second Class,Texas,Furnishings
Central,Technology,United States,AP-10720,Anne Pryor,0.2,2015-11-22,US-2015-165449,75034,TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,-1.3584,4,27.168,Home Office,2015-11-26,Standard Class,Texas,Accessories
Central,Office Supplies,United States,MO-17950,Michael Oakman,0.8,2015-04-02,US-2015-122140,75220,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,-80.48,2,32.192,Consumer,2015-04-07,Standard Class,Texas,Appliances
Central,Technology,United States,MO-17950,Michael Oakman,0.2,2015-04-02,US-2015-122140,75220,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,-0.6265,7,50.12,Consumer,2015-04-07,Standard Class,Texas,Accessories
Central,Technology,United States,MO-17950,Michael Oakman,0.2,2015-04-02,US-2015-122140,75220,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,1.7991,3,47.976,Consumer,2015-04-07,Standard Class,Texas,Accessories
Central,Office Supplies,United States,JJ-15445,Jennifer Jackson,0,2016-09-03,CA-2016-163986,53186,OFF-ST-10000918,Crate-A-Files,14.17,5,54.5,Consumer,2016-09-10,Standard Class,Wisconsin,Storage
Central,Office Supplies,United States,RD-19585,Rob Dowd,0,2016-11-22,CA-2016-131576,48205,OFF-BI-10002852,Ibico Standard Transparent Covers,24.2256,3,49.44,Consumer,2016-11-26,Standard Class,Michigan,Binders
Central,Office Supplies,United States,HG-15025,Hunter Glantz,0,2017-11-20,CA-2017-146724,55044,OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",9.68,10,22,Consumer,2017-11-27,Standard Class,Minnesota,Art
Central,Technology,United States,LD-17005,Lisa DeCherney,0,2016-11-11,CA-2016-139878,48234,TEC-PH-10001336,Digium D40 VoIP phone,74.8142,2,257.98,Consumer,2016-11-16,Standard Class,Michigan,Phones
Central,Furniture,United States,MD-17860,Michael Dominguez,0.6,2014-12-02,US-2014-117744,78415,FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",-24.803,5,58.36,Corporate,2014-12-06,Standard Class,Texas,Furnishings
Central,Office Supplies,United States,MD-17860,Michael Dominguez,0.2,2014-12-02,US-2014-117744,78415,OFF-AR-10000940,Newell 343,1.4406,7,16.464,Corporate,2014-12-06,Standard Class,Texas,Art
Central,Furniture,United States,MD-17860,Michael Dominguez,0.6,2014-12-02,US-2014-117744,78415,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,-23.976,5,39.96,Corporate,2014-12-06,Standard Class,Texas,Furnishings
Central,Office Supplies,United States,BM-11650,Brian Moss,0,2014-09-21,CA-2014-125514,68104,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,7.5284,2,25.96,Corporate,2014-09-22,First Class,Nebraska,Appliances
Central,Office Supplies,United States,BM-11650,Brian Moss,0,2014-09-21,CA-2014-125514,68104,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,10.881,3,36.27,Corporate,2014-09-22,First Class,Nebraska,Appliances
Central,Office Supplies,United States,BM-11650,Brian Moss,0,2014-09-21,CA-2014-125514,68104,OFF-PA-10000029,Xerox 224,3.1104,1,6.48,Corporate,2014-09-22,First Class,Nebraska,Paper
Central,Furniture,United States,CC-12145,Charles Crestani,0.3,2015-09-07,CA-2015-122623,79907,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",-2.0364,2,47.516,Consumer,2015-09-11,Standard Class,Texas,Chairs
Central,Office Supplies,United States,MP-18175,Mike Pelletier,0,2015-11-16,CA-2015-135685,53209,OFF-PA-10000157,Xerox 191,84.5154,9,179.82,Home Office,2015-11-18,Second Class,Wisconsin,Paper
Central,Furniture,United States,MP-18175,Mike Pelletier,0,2015-11-16,CA-2015-135685,53209,FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",76.0878,6,185.58,Home Office,2015-11-18,Second Class,Wisconsin,Furnishings
Central,Furniture,United States,MP-18175,Mike Pelletier,0,2015-11-16,CA-2015-135685,53209,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",36.3987,3,214.11,Home Office,2015-11-18,Second Class,Wisconsin,Tables
Central,Technology,United States,MP-18175,Mike Pelletier,0,2015-11-16,CA-2015-135685,53209,TEC-AC-10004145,Logitech diNovo Edge Keyboard,229.9908,4,999.96,Home Office,2015-11-18,Second Class,Wisconsin,Accessories
Central,Furniture,United States,MP-18175,Mike Pelletier,0,2015-11-16,CA-2015-135685,53209,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",111.1035,3,653.55,Home Office,2015-11-18,Second Class,Wisconsin,Tables
Central,Office Supplies,United States,DC-12850,Dan Campbell,0.2,2017-09-18,CA-2017-131016,76017,OFF-AR-10000122,Newell 314,0.558,2,8.928,Consumer,2017-09-20,First Class,Texas,Art
Central,Office Supplies,United States,DC-12850,Dan Campbell,0.2,2017-09-18,CA-2017-131016,76017,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,-2.974,2,47.584,Consumer,2017-09-20,First Class,Texas,Storage
Central,Office Supplies,United States,MT-18070,Michelle Tran,0.2,2014-09-25,US-2014-112914,77041,OFF-PA-10003270,Xerox 1954,10.56,8,33.792,Home Office,2014-09-30,Standard Class,Texas,Paper
Central,Furniture,United States,MT-18070,Michelle Tran,0.32,2014-09-25,US-2014-112914,77041,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,-97.2312,2,300.5328,Home Office,2014-09-30,Standard Class,Texas,Bookcases
Central,Office Supplies,United States,MT-18070,Michelle Tran,0.8,2014-09-25,US-2014-112914,77041,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,-4.3584,2,2.724,Home Office,2014-09-30,Standard Class,Texas,Binders
Central,Office Supplies,United States,MT-18070,Michelle Tran,0.2,2014-09-25,US-2014-112914,77041,OFF-EN-10001509,Poly String Tie Envelopes,1.1016,2,3.264,Home Office,2014-09-30,Standard Class,Texas,Envelopes
Central,Office Supplies,United States,AC-10660,Anna Chung,0.2,2017-03-23,CA-2017-135650,77340,OFF-ST-10001809,Fellowes Officeware Wire Shelving,-32.3388,2,143.728,Consumer,2017-03-27,Standard Class,Texas,Storage
Central,Furniture,United States,BG-11695,Brooke Gillingham,0.3,2016-12-27,US-2016-162852,60098,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",-12.0784,8,845.488,Corporate,2016-12-31,Standard Class,Illinois,Chairs
Central,Office Supplies,United States,SN-20560,Skye Norling,0.8,2017-09-10,CA-2017-152093,60653,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,-1143.891,3,762.594,Home Office,2017-09-15,Standard Class,Illinois,Binders
Central,Office Supplies,United States,VF-21715,Vicky Freymann,0,2017-12-17,CA-2017-107342,47201,OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",13.2352,4,28.16,Home Office,2017-12-22,Standard Class,Indiana,Paper
Central,Office Supplies,United States,RB-19360,Raymond Buch,0,2017-07-25,CA-2017-169810,57103,OFF-LA-10003663,Avery 498,9.5081,7,20.23,Consumer,2017-07-31,Standard Class,South Dakota,Labels
Central,Office Supplies,United States,TM-21010,Tamara Manning,0.8,2014-02-21,CA-2014-165540,60098,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,-13.7175,5,8.85,Consumer,2014-02-25,Standard Class,Illinois,Binders
Central,Furniture,United States,PW-19240,Pierre Wener,0.3,2015-04-26,US-2015-114839,77036,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,-5.8346,2,408.422,Consumer,2015-04-30,Standard Class,Texas,Chairs
Central,Office Supplies,United States,CR-12730,Craig Reiter,0.2,2016-06-12,CA-2016-164035,60610,OFF-PA-10002160,Xerox 1978,8.381,5,23.12,Consumer,2016-06-17,Standard Class,Illinois,Paper
Central,Office Supplies,United States,KH-16330,Katharine Harms,0.2,2016-06-27,CA-2016-153577,60035,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",12.1758,7,37.464,Corporate,2016-07-01,Standard Class,Illinois,Paper
Central,Furniture,United States,KH-16330,Katharine Harms,0.3,2016-06-27,CA-2016-153577,60035,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,-7.7094,3,539.658,Corporate,2016-07-01,Standard Class,Illinois,Chairs
Central,Office Supplies,United States,DL-12925,Daniel Lacy,0,2017-11-03,CA-2017-121615,55122,OFF-PA-10000327,Xerox 1971,3.852,2,8.56,Consumer,2017-11-09,Standard Class,Minnesota,Paper
Central,Office Supplies,United States,DL-12925,Daniel Lacy,0,2017-11-03,CA-2017-121615,55122,OFF-ST-10001325,Sterilite Officeware Hinged File Box,14.148,5,52.4,Consumer,2017-11-09,Standard Class,Minnesota,Storage
Central,Office Supplies,United States,DL-12925,Daniel Lacy,0,2017-11-03,CA-2017-121615,55122,OFF-LA-10001771,Avery 513,6.8724,3,14.94,Consumer,2017-11-09,Standard Class,Minnesota,Labels
Central,Technology,United States,DL-12925,Daniel Lacy,0,2015-10-12,CA-2015-134747,46060,TEC-PH-10002890,AT&T 17929 Lendline Telephone,35.2872,3,135.72,Consumer,2015-10-17,Second Class,Indiana,Phones
Central,Office Supplies,United States,DL-12925,Daniel Lacy,0,2015-10-12,CA-2015-134747,46060,OFF-BI-10001308,GBC Standard Plastic Binding Systems' Combs,5.652,2,12.56,Consumer,2015-10-17,Second Class,Indiana,Binders
Central,Technology,United States,DL-12925,Daniel Lacy,0,2015-10-12,CA-2015-134747,46060,TEC-PH-10001750,Samsung Rugby III,71.2692,4,263.96,Consumer,2015-10-17,Second Class,Indiana,Phones
Central,Office Supplies,United States,SE-20110,Sanjit Engle,0.2,2017-08-27,CA-2017-155047,75220,OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",0.372,1,5.952,Consumer,2017-08-30,First Class,Texas,Art
Central,Office Supplies,United States,DB-13270,Deborah Brumfield,0.8,2015-11-30,US-2015-141453,78745,OFF-BI-10000301,GBC Instant Report Kit,-5.823,3,3.882,Home Office,2015-12-03,Second Class,Texas,Binders
Central,Office Supplies,United States,RW-19630,Rob Williams,0,2014-06-28,CA-2014-156993,48234,OFF-FA-10003495,Staples,3.04,1,6.08,Corporate,2014-07-04,Standard Class,Michigan,Fasteners
Central,Office Supplies,United States,CT-11995,Carol Triggs,0,2017-06-04,CA-2017-158106,55124,OFF-AR-10002255,Newell 346,2.5056,3,8.64,Consumer,2017-06-10,Standard Class,Minnesota,Art
Central,Furniture,United States,ME-17320,Maria Etezadi,0,2017-11-18,CA-2017-143434,48601,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",8.2992,4,19.76,Home Office,2017-11-24,Standard Class,Michigan,Furnishings
Central,Furniture,United States,JD-16150,Justin Deggeller,0,2017-03-25,CA-2017-155880,53209,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,14.5584,1,90.99,Corporate,2017-03-31,Standard Class,Wisconsin,Chairs
Central,Furniture,United States,JD-16150,Justin Deggeller,0,2017-03-25,CA-2017-155880,53209,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",427.4368,7,1526.56,Corporate,2017-03-31,Standard Class,Wisconsin,Chairs
Central,Furniture,United States,JD-16150,Justin Deggeller,0,2017-03-25,CA-2017-155880,53209,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",40.5867,3,368.97,Corporate,2017-03-31,Standard Class,Wisconsin,Chairs
Central,Furniture,United States,Co-12640,Corey-Lock,0.6,2014-12-27,CA-2014-162866,60076,FUR-FU-10001473,DAX Wood Document Frame,-19.7712,6,32.952,Consumer,2014-12-31,Standard Class,Illinois,Furnishings
Central,Office Supplies,United States,Co-12640,Corey-Lock,0.2,2014-12-27,CA-2014-162866,60076,OFF-ST-10002562,Staple magnet,3.0016,4,30.016,Consumer,2014-12-31,Standard Class,Illinois,Storage
Central,Office Supplies,United States,AR-10510,Andrew Roberts,0,2017-12-16,CA-2017-111808,74133,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,5.184,5,10.8,Consumer,2017-12-20,Standard Class,Oklahoma,Binders
Central,Furniture,United States,AG-10675,Anna Gayman,0.3,2015-05-07,CA-2015-137512,75002,FUR-TA-10001095,Chromcraft Round Conference Tables,-31.3722,2,244.006,Consumer,2015-05-12,Standard Class,Texas,Tables
Central,Office Supplies,United States,AG-10675,Anna Gayman,0.2,2015-05-07,CA-2015-137512,75002,OFF-PA-10000213,Xerox 198,5.3784,4,15.936,Consumer,2015-05-12,Standard Class,Texas,Paper
Central,Office Supplies,United States,MJ-17740,Max Jones,0,2017-03-11,CA-2017-147291,48227,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,421.0824,4,895.92,Consumer,2017-03-17,Standard Class,Michigan,Binders
Central,Office Supplies,United States,VP-21730,Victor Preis,0,2015-07-05,CA-2015-130610,48310,OFF-BI-10003655,Durable Pressboard Binders,8.93,5,19,Home Office,2015-07-10,Standard Class,Michigan,Binders
Central,Office Supplies,United States,PA-19060,Pete Armstrong,0,2014-05-17,CA-2014-148761,54703,OFF-BI-10000666,Surelock Post Binders,45.84,3,91.68,Home Office,2014-05-21,Standard Class,Wisconsin,Binders
Central,Office Supplies,United States,MH-18115,Mick Hernandez,0.2,2016-08-23,US-2016-160528,78577,OFF-ST-10002743,SAFCO Boltless Steel Shelving,-172.7328,8,727.296,Home Office,2016-08-30,Standard Class,Texas,Storage
Central,Furniture,United States,MH-18115,Mick Hernandez,0.6,2016-08-23,US-2016-160528,78577,FUR-FU-10004973,Flat Face Poster Frame,-10.1736,3,22.608,Home Office,2016-08-30,Standard Class,Texas,Furnishings
Central,Technology,United States,MH-18115,Mick Hernandez,0.2,2016-08-23,US-2016-160528,78577,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,-33.32,7,666.4,Home Office,2016-08-30,Standard Class,Texas,Accessories
Central,Furniture,United States,JB-16000,Joy Bell-,0.32,2017-11-17,CA-2017-124674,78521,FUR-BO-10002202,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",-14.4588,2,327.7328,Consumer,2017-11-23,Standard Class,Texas,Bookcases
Central,Furniture,United States,DM-12955,Dario Medina,0,2015-09-21,CA-2015-168480,48146,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,31.0912,4,194.32,Corporate,2015-09-27,Standard Class,Michigan,Bookcases
Central,Office Supplies,United States,DM-12955,Dario Medina,0,2015-09-21,CA-2015-168480,48146,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",7.5371,1,25.99,Corporate,2015-09-27,Standard Class,Michigan,Art
Central,Office Supplies,United States,CC-12430,Chuck Clark,0,2017-11-06,CA-2017-125290,55407,OFF-AR-10001216,Newell 339,3.614,5,13.9,Home Office,2017-11-10,Second Class,Minnesota,Art
Central,Office Supplies,United States,CC-12430,Chuck Clark,0,2017-11-06,CA-2017-125290,55407,OFF-PA-10003127,Easy-staple paper,12.1348,1,26.38,Home Office,2017-11-10,Second Class,Minnesota,Paper
Central,Technology,United States,SW-20350,Sean Wendt,0,2016-04-09,CA-2016-128517,48227,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,134.654,2,517.9,Home Office,2016-04-14,Second Class,Michigan,Phones
Central,Office Supplies,United States,SW-20350,Sean Wendt,0,2016-04-09,CA-2016-128517,48227,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,2.4288,2,5.28,Home Office,2016-04-14,Second Class,Michigan,Binders
Central,Technology,United States,TS-21370,Todd Sumrall,0.2,2015-08-28,US-2015-100377,60623,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,874.9875,5,2799.96,Corporate,2015-09-01,Standard Class,Illinois,Copiers
Central,Office Supplies,United States,RE-19450,Richard Eichhorn,0.2,2017-03-03,CA-2017-127621,75081,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",9.744,8,26.88,Consumer,2017-03-07,Standard Class,Texas,Paper
Central,Office Supplies,United States,KM-16375,Katherine Murray,0.2,2014-07-20,CA-2014-143903,75217,OFF-ST-10003306,Letter Size Cart,38.5722,3,342.864,Home Office,2014-07-24,Standard Class,Texas,Storage
Central,Furniture,United States,KM-16375,Katherine Murray,0.6,2014-07-20,CA-2014-143903,75217,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,-14.229,5,16.74,Home Office,2014-07-24,Standard Class,Texas,Furnishings
Central,Furniture,United States,KM-16375,Katherine Murray,0.3,2014-07-20,CA-2014-143903,75217,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,-140.196,2,981.372,Home Office,2014-07-24,Standard Class,Texas,Chairs
Central,Office Supplies,United States,TP-21415,Tom Prescott,0.8,2017-02-09,CA-2017-118773,77070,OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,-417.0936,4,252.784,Consumer,2017-02-14,Standard Class,Texas,Binders
Central,Technology,United States,TP-21415,Tom Prescott,0.2,2017-02-09,CA-2017-118773,77070,TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,15.998,2,127.984,Consumer,2017-02-14,Standard Class,Texas,Accessories
Central,Furniture,United States,TP-21415,Tom Prescott,0.6,2017-02-09,CA-2017-118773,77070,FUR-FU-10000550,Stacking Trays by OIC,-2.6892,2,3.984,Consumer,2017-02-14,Standard Class,Texas,Furnishings
Central,Office Supplies,United States,TP-21415,Tom Prescott,0.8,2017-02-09,CA-2017-118773,77070,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,-32.48,2,12.992,Consumer,2017-02-14,Standard Class,Texas,Appliances
Central,Office Supplies,United States,TD-20995,Tamara Dahlen,0.2,2015-08-23,CA-2015-114468,60440,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,2.772,4,31.68,Consumer,2015-08-23,Same Day,Illinois,Supplies
Central,Office Supplies,United States,TD-20995,Tamara Dahlen,0.2,2015-08-23,CA-2015-114468,60440,OFF-PA-10000809,Xerox 206,3.6288,2,10.368,Consumer,2015-08-23,Same Day,Illinois,Paper
Central,Office Supplies,United States,TD-20995,Tamara Dahlen,0.2,2015-08-23,CA-2015-114468,60440,OFF-FA-10003021,Staples,2.256,8,12.032,Consumer,2015-08-23,Same Day,Illinois,Fasteners
Central,Office Supplies,United States,TD-20995,Tamara Dahlen,0.8,2015-08-23,CA-2015-114468,60440,OFF-AP-10000696,Holmes Odor Grabber,-13.5548,2,5.768,Consumer,2015-08-23,Same Day,Illinois,Appliances
Central,Office Supplies,United States,CV-12805,Cynthia Voltz,0.2,2017-04-27,CA-2017-135692,76106,OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",11.592,4,33.12,Corporate,2017-05-01,Standard Class,Texas,Labels
Central,Furniture,United States,CV-12805,Cynthia Voltz,0.32,2017-04-27,CA-2017-135692,76106,FUR-BO-10002268,Sauder Barrister Bookcases,-42.1096,4,220.2656,Corporate,2017-05-01,Standard Class,Texas,Bookcases
Central,Office Supplies,United States,KH-16630,Ken Heidel,0.2,2016-07-25,CA-2016-103037,77070,OFF-LA-10004345,Avery 493,5.6956,4,15.712,Corporate,2016-07-29,Standard Class,Texas,Labels
